id,class,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69,pca70,pca71,pca72,pca73,pca74,pca75,pca76,pca77,pca78,pca79,pca80,pca81,pca82,pca83,pca84,pca85,pca86,pca87,pca88,pca89,pca90,pca91,pca92,pca93,pca94,pca95,pca96,pca97,pca98,pca99,pca100
0_test_n,neg,-0.9235035966400319,-3.48352482214482,1.3132906465835401,-2.0153152382746415,0.6688086659873743,0.09091940231219188,0.6201042636389315,-0.7310754327729424,-0.17509348920904547,-0.03869450101584542,0.6059114428092149,0.03369638753992879,-1.0155885171122416,-1.370462533882706,-0.7227128402627052,-0.6130229688261788,0.2503433634797072,-0.3811073036461578,-0.14989770635993205,1.515823058324865,-1.362021903105451,-1.1596242316863017,-1.364532837903279,-0.731212459607631,-1.6538236339789725,0.3627330773533423,-0.7361327253842661,-0.16919296415074284,-0.8145310350084063,0.09809289764584128,0.3993474971938537,1.5831637346005474,-0.5413885869343901,0.2958089392237074,-1.2281363187356094,-0.021140492811316206,-0.4335405405498579,0.5583084723614565,1.1873897885773117,-1.8164343430532333,-0.14056097220053812,-0.9712055007016682,-1.2771505242861831,-0.5664248101555761,0.34771407604091353,-1.411114804330796,0.002690780186159192,-0.38701762622983976,0.9855784102641332,0.07652975709276025,1.2131580936905981,0.3887212420309032,-1.1906745788322046,-0.6305427594034444,-0.08567837022469471,-1.0751291379151704,-0.010253206034064336,-1.4033699228239827,1.1009043017929254,0.7915354194308992,0.83803834000863,-0.21358487000472592,0.8367210966641169,-1.1375626494074345,-0.21411843016321827,0.40989033564884986,-0.008229065581331256,0.7988667833505809,-1.2783901598353824,-0.34642324450488193,-0.6622800455076797,0.4851815315236667,0.18525523334269783,1.0519986014869167,1.3758901365,-0.33101244537497104,0.7786004727860957,1.148551544844279,0.39156305149033144,-0.10781200578512891,0.7033077411699666,1.2538675893769842,0.5782845498769583,1.3777016323793478,-0.15157708106434115,-0.5693043163695041,-1.9896151400157083,1.2431016716275025,1.3610614757629198,-1.0385881680854645,-1.226568399433616,-0.19575842332252819,0.7752530878713861,-0.8103372830740821,0.03171112069487019,-0.5785275085672873,-0.48067698820829113,-0.3053129040106656,-0.5021806572651385,0.49188889520095613
10001_test_n,neg,-2.3889430080339493,-2.425412382971999,0.4805596621699166,0.13494768814608665,-0.24511789432111544,-0.3292563134179869,0.750082072580036,-0.17549877331170285,0.7371817425642613,-0.3479667979624156,0.06212675997907355,-0.05433567345068838,-0.23408750319347504,-0.5877761011798749,0.35469138275249035,-0.2986274842306244,-0.07254881433219341,0.1495866842865099,-0.8530993429722229,-0.09681419896788494,0.4526349416407378,-0.11120280639908306,0.1911295612478497,-0.7628795580697936,1.4365508460003213,0.615757933660608,0.3553019432949278,-0.1288817708853263,0.9204269519042052,0.016850375239637564,-0.6724439365252163,1.7752488606772001,-0.7314290335309458,0.2247771972492916,0.4458205459565144,-0.3764096525470518,0.22011070604157723,-0.0736482368005794,0.7148932961676208,0.14447446823393964,0.05969230675899951,-0.5898705608122441,0.2942811334592131,0.5606681767953338,-0.6942549451803809,0.04916947770511738,-0.8976629104112803,-0.791679283632657,-0.020964617800918,-0.6441708920410925,0.2761148514581929,0.865644061580877,0.05773779416915857,-0.39188527318138106,-1.2040959766466,0.714107136441724,-0.9646417431986404,-0.5195962195821525,-0.45523591081428855,0.07723088050495659,0.36197433418864855,-0.6785015844527976,-0.06783508807018968,0.3070298257457974,-0.18226356472873842,-0.4790435383292287,-0.5645488837521828,-0.1396881909942665,0.1600402125730518,-0.6390434475560295,-0.4759424384501613,0.4552962432224797,-0.44047785985449756,-0.2118354312641763,-0.31944401216102075,0.35431056323609184,0.32077086521414694,-0.0591081181426172,0.5123105017356134,0.4498256242890347,-0.6655244926959829,-0.4182194960761534,-0.5616126801875128,-1.5506897088292073,-0.13481099614531525,-1.3189012951143622,0.3205113845826213,0.6246088952399778,-0.6173937906918945,0.4566498353392752,0.8309812376208617,0.36790027322549007,-0.4359621524669069,1.726184338246155,-0.03293358188529529,-0.14372556069905842,-1.7717999319929363,0.3590258090315757,-0.29258507767212966,1.273261797514926
10022_test_n,neg,-9.546795820404826,48.45929419653179,27.618639977810073,98.29249128597125,73.67056925904349,-31.44876794055774,-24.39699928865603,10.593490563281765,13.91163610061105,-9.629846808069379,4.26889069655796,-0.345996650492197,-2.1294265058530684,1.978541973299059,1.0369961289591607,1.6431101500648295,10.766651351516998,-11.023824239468677,-7.449943427660184,-0.5121722926384314,-8.271200086261763,-9.598154678041704,-0.14740354299541356,-1.1629760505792526,-6.128261626475395,0.020062782246484816,-3.864644979365884,-3.5685067017342975,0.9512410151542648,-1.738556803179497,-4.200439605592678,1.4223801005379946,-1.8624844310305015,-0.6998674172662269,-0.502030874775766,5.7623624493629775,-1.3094455123977768,-0.9450430056392288,-2.3285023831623053,-0.17670374509038544,2.258264857071505,0.4711291201561527,1.2795248088630182,1.4091099044097917,0.5365459328462453,3.8917632834617497,1.9648888673127207,3.058022076312731,3.540675554205594,-1.4223243728175075,0.5182398938442966,1.7262340326483125,1.8724853566214135,-0.4504959323665041,-0.6047651584228586,0.35821946296515117,-1.4723020005772292,-0.8398558686298025,1.0227151008916147,-2.512247822974342,-0.8529422500477175,-0.5875452079345509,-0.9169692420539308,-0.8692891035759491,0.6107672809596263,-1.3212594971484835,-1.1685312854934122,1.178671412992519,3.4136771534940755,-1.1718148411463893,-2.296737264123035,-2.2793425628348345,1.451489143792123,-0.7060301223537909,0.8629875764765044,-2.910898036937823,0.4164128296785936,0.9374308599745009,-0.19519963393492146,-0.18861903515735315,-3.1644164076643997,-1.841418845641649,-1.7544720061262824,-0.676085534371196,-0.17971504619396586,-0.2530595370253159,0.35258252614551866,-0.6712323477866917,-3.0308017451567197,0.9918078319530165,1.0894093241826643,1.087586437781744,-1.2061963333995713,-1.1108007883003326,-0.5080179037202973,-0.05019438247856791,-0.9737112849126599,-0.43202957360211774,0.17715009402336931,-1.4886835146449484
10044_test_n,neg,-4.172987065251684,-3.4783717441151163,0.858561556231638,2.4252945455848223,0.33873191868023345,-0.6808941236889872,0.6847048669321719,0.41733294480798394,1.0579189452412945,-0.38149011763202845,-0.281490983491353,0.4547046152960198,0.24242926522004815,-0.45536715573726655,1.2857862802612365,-0.6425108042939756,1.4702176640585913,-1.37764256912768,0.9799340613405079,0.867564260620642,-0.09271358590197856,-0.6050956918507501,-0.7186477229062939,0.6974327193920673,-0.05386621749086267,0.6796221413381454,0.887557800142275,-0.9479768752360009,0.9158488201107716,0.24832517175776067,0.9284412798827617,1.0529964523286364,-0.6261909883427075,-1.337234695203469,-1.3158613482973778,-1.062657470773045,0.1578922481675853,1.1361569104536255,1.2067838753445912,0.7243829907550657,-0.03132915461229767,-0.18426397318710844,-0.9923247605921295,0.735989271575352,0.1594050512589525,0.9153319410975554,0.07037089466745841,-0.45190969773352596,-1.1821293076887855,0.7284796879737341,-0.004865500055776736,1.5472053134097763,-0.9279103408429236,-1.301619293098126,-0.7227820109334234,-1.0872940094374153,0.7397192908030168,0.32939922043604153,-0.15023424143204808,0.1148856948947243,-0.22824597555336587,-0.3460131502761992,-0.12344897095045797,-0.5923998798287871,-0.5271437754453902,-0.7953764695117992,-0.4003737796059148,0.4692228943427447,0.8277801981454836,-0.5949892567624487,0.11830366000110483,-0.8797792680898315,-0.8886516514120401,-0.6559526969325388,-0.940449871565889,1.338755928064166,1.805690334334521,0.9538668099219542,1.2684576939563585,-0.5801899873482854,2.112702809383566,-1.0485848263256052,-0.9520342381625128,-0.05906884780766419,-0.023789924330713176,-0.019594311663678254,-0.5784012044451358,-0.7288615656078876,0.6324795185602297,0.4701109436507073,0.5923645125827001,-0.5079980060511285,-1.644348747752693,1.5245767413527946,-0.8040081897289341,-0.6454950793891511,0.4460154826002942,-0.6255155396564684,-0.48579044665670623,-0.49310262659479237
10066_test_n,neg,-5.024573920260613,-1.8589723025125056,0.5753601764864016,1.1294399011039589,-0.49810999055097815,1.3793407641752307,1.0412758396803035,-0.5304815518374195,-0.3755403335685384,-0.4052622736744465,0.21948138809532414,-1.2591202969200896,-0.987722175707538,0.5212370941668805,-0.28828473913369496,-0.3652580599608134,0.8368863925624517,0.19317648828051603,0.5899826582505823,-0.8310618044487011,0.1242775224287453,0.6625202967701865,-0.6943025697585811,-0.7948868247339523,-0.5647635018815775,-0.03294793813680468,-1.1737150590117897,-1.0639029498886237,-1.3450258388347713,1.1675837584972655,1.0402787056740734,-0.07485825741080153,-0.7229775453025312,0.7861241141526673,0.7839885159535718,-0.3835024437595246,0.31899318438451063,-0.1963850397391671,2.1809021866693845,-0.1968626441747428,1.1943320797130133,-0.16808410275572577,1.2748292475405907,0.42343921042812654,-0.7105354422317691,0.712911146955488,0.4482778478566633,-0.721868772036021,-0.9621992644395331,-0.3176028874179853,0.3286976186867898,0.1536750445214751,-0.08738632295014118,-2.1248079267573146,1.5391916270070631,-2.0679153852163754,-1.4111887633643807,0.6088350870185812,0.4169368405656967,-0.13181619452335452,2.150466163731117,-0.6265046793788249,0.68806856755428,0.90516317151592,-1.5056181909890822,-0.5312041465842359,-0.15903227690712238,-0.6128925859731496,-1.5051710389210324,0.38007563053674953,-3.3816407097555334,0.12372600127256896,-0.8627931334108632,-0.6068248457997628,0.9593565444327147,-0.1887876147283056,-1.9259713004969041,-0.7413812850375102,0.3617834145953754,1.7903548982485438,0.43998554645360294,-1.04746101029862,1.1224802188577587,0.4352795423815243,1.673734965737441,0.2816922515773901,1.1768937414663978,-0.5262898638635592,-0.21922711829013586,-0.9740118380646589,-2.4193340493693194,-0.5913743552746847,0.6389953333803732,-1.166679542654592,0.6850638480515638,-0.8611895713367246,1.6216286641265854,-0.43830325932319864,0.47560906971082306,0.5205328285006795
10093_test_n,neg,-6.284256825534682,0.014306379180270135,-1.952458252288103,-0.06730737490010648,-3.117820926360319,-0.8947460159386215,0.34819617780900797,1.0326570194444569,0.3661797300994419,-2.3376776401875365,0.994277504830598,0.6585221183635283,-1.3472319856546573,1.003443342616,0.8146593356610519,-1.10940618566374,-1.1892082906610135,-0.3636533686132848,-0.2867974531427706,0.4162226638808038,2.199115521875002,3.5261512308149476,-0.42650048327626333,1.8128053983834551,1.1157852454944595,2.658348195540635,-2.005907716062141,-0.5930615448032874,-0.013060275908727525,1.417144812685114,1.28083636038478,-0.07040912677171733,0.44677715531735596,1.9299695252776292,0.8687758327673635,2.519060257721738,-1.3959499639241284,1.1709073659971283,-2.5854270208159753,-0.597200587496884,-0.8581293990048502,3.6363429484746064,-1.5745584902400203,-1.0944019957453406,0.623175134076626,-2.786253092880397,0.7212989668152024,-2.5632156033867175,0.43193967201338107,0.3161448255518355,-1.8481410765615467,-2.8718493096191295,0.8359472746099754,-0.08449584444753015,0.0025689749188144923,-5.066919665301315,0.3785856359150413,-0.22795604229760363,-5.557668923176697,0.8734602415162973,-0.5149756117291348,1.3657143543291077,1.7395519280378475,0.426845733688208,1.5713639762106262,-0.5670662755411,-1.9407833239439791,-1.8859936918155005,-2.255791210179859,-0.06784878498710378,-0.7059581345974119,3.7151834652571365,-3.7911322732950015,-5.2311319156280165,-1.8968505361681127,-1.3188851822679053,4.105080694046817,-0.008233191387579476,0.6680297642305683,1.85285356526499,-0.9664055796849895,-2.2555727055445445,-2.94713849177901,1.1980626542264665,2.1418891701662184,1.5265014971841206,3.5823542163026136,-3.1171373272456466,0.889479334896491,-0.5650673698522453,5.0360310846747245,3.8417350248997355,-0.5039639328192818,0.6124650115599276,1.9564407650458755,0.6813395736486005,-1.2471108532443986,-0.1849039071252374,-2.0535636825888743,2.8453799627021272
10118_test_n,neg,-2.6929773541985687,-6.308571120215584,1.3100348842531742,1.9176912907013233,1.4280646855767343,0.6788949286681483,0.713394213916823,0.8815139878022272,-0.3488546673356512,0.23511274553045908,0.4555075168335255,0.43024330681925044,0.7552546409790979,-0.5568342865424238,-0.5066348654215832,-0.11029387019914816,1.217870541750891,-0.716348605101306,-1.0539164015042057,-0.05482909967804055,-0.9962343854847624,-0.24782988772221187,-0.03825756360769741,0.5498754990315783,0.4678322341118144,0.5677998296321437,-0.13261023404916153,1.7352797789915295,1.1438829991117963,-0.3600079785744393,-1.4929054571003595,0.8668855548903569,-0.2883212717143104,0.5509226397354909,0.7165273725661522,0.3383158527166956,0.34145374530908396,0.1834313860811224,1.7121809682241216,-0.8215217356208565,-0.3010347578350906,-1.1652582556825297,-0.5026028824597775,0.9241089502860322,0.03277907558629299,-0.5312568696598754,1.1182057904808465,-0.549560306483922,-1.089141151896894,-0.23585209036758842,-0.8611076360393457,-0.42222369278749744,1.093140128968151,-0.35254384376718884,-1.1911148878671052,0.22676205115324705,0.2590666586708838,-0.7432941262971053,0.08607960041044066,0.22564653844463028,-0.44354628425056336,0.1297686881424355,0.42456954453352175,0.3436413380063516,-0.289167197114676,-0.9356264931460062,-0.08389016903226641,0.08229169620115026,-0.18334280195145014,-0.12777675810973638,0.0673698193391101,-0.1437949643286623,-0.5876306642838194,-0.38094495572036474,0.045434592856932486,-0.35945622940664457,-0.03751052496723013,1.170316008688294,0.42795195055097,-0.3974760444962292,-0.10827389777372208,0.1525395605648597,-0.7797816244185916,-0.5087598652007784,-1.0978189127529592,0.43546161193952054,0.2696953708589164,0.3330632624857573,0.7808714845568485,1.8067142114562575,-0.6069177428562668,-0.5726965743361877,0.5101599565657353,0.03676925648845751,0.6488516320143936,-0.898474051356677,0.2099963071702713,-0.8676711157741769,0.6215682372370364,0.849837756695384
10143_test_n,neg,-5.0241392392681234,-0.5570547903305788,-1.7011638722605886,-1.1186021310512346,1.057833735687605,1.2218303914244064,1.1742713957692765,-0.4504004091353606,-0.5919670208318413,0.6931233657742366,-0.606843799975481,0.20838442914391053,0.48586495917126654,0.35717482975953113,-0.5794262835667724,1.7813082746221869,-0.645061866545695,0.4065037867950882,3.3746413273341163,-0.02120772406070746,-1.0073208650760372,-1.003203352553307,0.07016410499214457,-1.3745463812867345,2.96773802007373,1.6434498569000506,-2.3544235770705524,2.0775750867996092,0.4277217436714536,1.968994905810136,1.0972373847815737,-2.618371665187412,-1.1276880679285983,-0.5469290448548533,-0.04201998334759056,-1.7804520489054196,0.4821505855585317,-0.30241263420083403,-0.05547850564951542,0.8701245612526063,-1.1359250132365504,0.23729101403657443,3.0370703536273327,1.5404657296536206,1.5852624225673615,0.5038501483871352,-0.3909203663965426,0.5610513558110899,0.6800283018794179,-2.234354589278236,-0.887863775663033,-0.3796466350282476,-1.2601283677098183,-1.135446155412419,1.6894727683364776,0.3869522992697071,-1.8023463424152195,1.7456140922550887,-2.388312610204541,-0.2325554342110237,5.970289558412495,-1.5723605710029338,1.1513320748120681,-0.6989509538900798,1.0844220909987885,-3.541472587800158,-1.5785018593851348,-1.3408531739124958,1.0515005025047952,0.06255095340922324,-4.546085792767272,-1.987801500489821,1.3706278490227788,-0.27807006357559927,2.941030622189526,-0.7785193546554954,-3.5223936798766102,-1.4742114965032103,2.4050311186416944,1.6546698180068755,-3.386625016753517,2.343902016997604,1.6720839742508384,0.188222040652681,-0.3212068689572121,1.3417245285327295,-1.0434742408915032,-1.4125085357240683,0.33277483959966914,-1.231375509072915,-2.9204475232180522,0.8599162373148577,1.9117651129054616,3.166937391074679,-1.4254160317149007,-1.7229586453153063,-3.422761956363725,1.0859119902400451,0.8876780175520328,-1.2598945998601283
10169_test_n,neg,-6.7890189472498355,3.2277654365424993,-0.9053213189159038,-0.1590782094078508,-1.1635366627152812,-0.07121877156472395,1.0871736065536957,1.624502989506506,-0.11823888870708371,2.737932463856113,-0.8032714924237732,2.2600181542341304,0.19552949108531587,-1.5574073408425184,-1.0300395373357798,0.6303758659008326,0.85541785369066,1.6347895218943025,-1.8399144228990012,0.06868867074796005,-0.8445767908310575,-0.08761075720490237,-0.6769824389491196,-1.0069819583414894,-1.158925631514776,-0.38341033672912245,1.1483263636702596,-1.3469062451833138,-0.0627190502038193,-2.3015685580321668,-1.426562586393276,3.188582511157401,2.5432757425759247,-2.11450947261706,-3.126571720546966,0.31866206575296346,0.5964555781289003,3.927249789723805,-0.4809908061626077,-2.5743343006771338,-0.2726980319668626,-3.5337887548108884,1.2878225868166155,1.8305837643077918,-1.968670152743969,-4.063419942317028,1.8750110129233197,-0.6102725911373786,-0.00548610658242813,3.752018842316459,-0.7785351456634891,-0.6782893799477038,-0.7480357519009011,2.1929600622622147,0.8119492006868267,0.7128332532141837,0.7191905391216228,-1.2978408975253797,4.046943985755577,-5.3378027908841865,-3.490899587419592,4.717128253847908,3.716124961730744,3.527287428995097,0.9915240727914919,-1.2359928196579326,-2.4096937224370487,-0.33757171712437256,3.4271694189527913,-6.264220056093521,2.4651786186015485,1.8090162804780991,1.7136222925238425,-1.531543728935257,-0.30755108386773067,-0.2508852590357441,2.674285235692107,-1.4582343423170565,0.04286788767091738,-4.1897920305345115,-1.7249024379958309,-3.6357918313766664,2.80564023024031,-1.3302707212762581,-2.6449104929766376,-0.5758899441871369,4.984271269736684,5.869082474805145,0.6938863728574679,6.227205550981406,1.9615372451040565,-7.561875748751643,-7.144876886903167,0.5793893849974078,3.4503825091263094,-4.865389861262645,5.896880471045902,-5.740393588762285,3.213324416192267,-1.6541806352397685
10190_test_n,neg,-4.427909148068368,-3.988234809768315,0.309998962844893,-0.0027475336097991373,0.216619267617013,0.613811757862718,0.5165366968774208,0.059113629422704726,0.21128647714331286,-0.40250323397828436,-0.16449400047482643,0.31953154978607234,0.37988906464002903,-0.060029161066580294,0.09403352181942759,-0.16577325438421472,0.14155747409626535,-0.49406494441520193,0.3524716742480646,0.4590301308476073,0.9012494536919304,-1.6847899536938138,-0.38537744971207183,0.42076031714476736,-1.1409071106990862,-0.08809443809778848,-0.25320941701082644,0.400510890960853,0.1625485643113121,-0.05126646711968236,-0.702564909485938,-0.5475371096900417,-0.053414385731971326,0.3277037937432065,-0.03202366065339906,-2.0251076033615547,-0.02118581167059884,0.13462262028088193,-0.3891785298789566,-1.0793176616249915,-1.5426513889167512,-0.4984899689616483,0.32095477419039825,-0.05801273983223054,-0.3147282998854851,-0.581663517817547,-0.36631483880224663,-0.12531448915405968,0.384822713053574,0.3155731047594543,-1.078311115244631,2.0065847608480345,-0.8845910016385519,-0.5136560749375362,0.7011054022300468,0.44123062098357524,-0.33497646527291436,0.7709608101655855,0.18039875404856973,-0.5773407127541623,0.1617710242066219,0.887631905430838,1.0721248779489154,-0.04308023882016401,0.019172856316038975,-1.6410801407538171,-0.5725559920936265,1.207698310099967,-0.9483091915798183,0.054233045937884986,-1.5928954246033262,0.13007837807507347,-1.6733100410942185,0.022929271738906593,-1.0902866746117081,1.0754691616594039,-0.34448715541894315,-1.2304264188199512,-0.2660200295586132,1.074330999752233,-0.4782923063791203,0.5034167080369527,1.1656643470486363,-0.5530192377985634,-0.0932836526180364,-0.47932220809487913,0.6208824942540936,2.3962115220792106,-1.792671842208326,0.19357438399176066,-1.3513913447149486,0.7518085548819081,-0.4978308048463014,-0.5664388086037027,0.46028112564702683,-0.04470145316619216,-0.2236219338173717,0.19442584182392178,0.1774668474840169,0.018377251110636043
